,Adj Close,Close,Date,High,Low,NewsData,Open,TweetScore,Volume
0,137.08416748046878,137.44000244140622,2018-12-24,140.99000549316406,137.44000244140622,0.0,140.82000732421875,0.0,729500.0
1,139.92678833007812,140.28999328613278,2018-12-26,140.5,135.30000305175778,0.0,138.41000366210938,0.0,1081700.0
2,142.7594451904297,143.1300048828125,2018-12-27,143.13999938964844,138.02999877929688,0.0,138.61000061035156,0.0,1444900.0
3,143.3279571533203,143.6999969482422,2018-12-28,145.17999267578125,142.47999572753906,0.0,143.85000610351562,0.0,841800.0
4,144.98365783691406,145.36000061035156,2018-12-31,145.64999389648438,143.67999267578125,0.0,144.24000549316406,0.0,741700.0
5,143.6670684814453,144.0399932861328,2019-01-02,144.55999755859375,142.75,0.0,143.5800018310547,0.0,961600.0
6,141.51268005371094,141.8800048828125,2019-01-03,144.07000732421875,141.6300048828125,0.0,143.30999755859375,0.0,1027400.0
7,144.17576599121094,144.5500030517578,2019-01-04,144.75999450683594,141.8000030517578,0.0,143.13999938964844,0.0,1882800.0
8,143.85658264160156,144.22999572753906,2019-01-07,146.1300048828125,143.49000549316406,0.0,143.88999938964844,0.0,926500.0
9,144.5447998046875,144.9199981689453,2019-01-08,145.05999755859375,141.8800048828125,0.0,144.2100067138672,0.0,1277200.0
10,144.7542724609375,145.1300048828125,2019-01-09,147.5399932861328,144.7899932861328,0.0,145.52999877929688,0.0,1428300.0
11,147.24778747558594,147.6300048828125,2019-01-10,147.9199981689453,144.39999389648438,0.0,145.08999633789062,0.0,931700.0
12,146.8687744140625,147.25,2019-01-11,147.2899932861328,145.14999389648438,0.0,146.57000732421875,0.0,963200.0
13,147.22784423828125,147.61000061035156,2019-01-14,147.88999938964844,146.3300018310547,0.0,146.3300018310547,0.0,808700.0
14,149.29248046875,149.67999267578125,2019-01-15,149.7100067138672,147.1999969482422,0.0,147.6300048828125,0.0,832700.0
15,150.59909057617188,150.99000549316406,2019-01-16,151.47999572753906,148.75,0.0,149.8300018310547,0.0,923000.0
16,152.1051788330078,152.5,2019-01-17,152.88999938964844,150.36000061035156,0.0,150.36000061035156,0.0,800100.0
17,154.01023864746094,154.41000366210938,2019-01-18,154.6999969482422,152.6699981689453,0.0,153.05999755859375,0.0,839800.0
18,153.30206298828125,153.6999969482422,2019-01-22,155.25999450683594,152.67999267578125,0.0,154.07000732421875,0.0,759100.0
19,153.6611328125,154.05999755859375,2019-01-23,154.75,152.49000549316406,0.0,154.0,0.0,724200.0
20,153.51153564453125,153.91000366210938,2019-01-24,154.60000610351562,152.99000549316406,0.0,153.85000610351562,0.0,998300.0
21,153.9902801513672,154.38999938964844,2019-01-25,155.72999572753906,153.7100067138672,0.0,154.6199951171875,0.0,706300.0
22,153.27215576171875,153.6699981689453,2019-01-28,153.94000244140625,152.1699981689453,0.0,153.4600067138672,0.0,836000.0
23,152.00543212890625,152.39999389648438,2019-01-29,153.7100067138672,151.64999389648438,0.0,153.27000427246094,0.0,978500.0
24,154.10000610351562,154.5,2019-01-30,154.75,152.4499969482422,0.0,152.66000366210938,0.0,2153700.0
25,156.22999572753906,156.22999572753906,2019-01-31,157.8800048828125,153.1699981689453,0.0,153.75999450683594,0.0,1879100.0
26,167.4600067138672,167.4600067138672,2019-02-01,168.49000549316406,157.5399932861328,0.0,157.80999755859375,0.0,3265100.0
27,166.8000030517578,166.8000030517578,2019-02-04,168.5,165.16000366210938,0.0,168.5,0.0,1771300.0
28,168.75,168.75,2019-02-05,168.97999572753906,166.3699951171875,0.0,167.32000732421875,0.0,1114500.0
29,168.35000610351562,168.35000610351562,2019-02-06,168.75,166.6699981689453,0.0,168.25999450683594,0.0,1175500.0
30,166.8800048828125,166.8800048828125,2019-02-07,167.6300048828125,164.69000244140625,0.0,167.27000427246094,0.0,1060400.0
31,168.1699981689453,168.1699981689453,2019-02-08,168.1699981689453,166.38999938964844,0.0,166.47999572753906,0.0,847900.0
32,170.75999450683594,170.75999450683594,2019-02-11,170.82000732421875,168.25999450683594,0.0,168.72999572753906,0.0,1103000.0
33,171.27999877929688,171.27999877929688,2019-02-12,172.17999267578125,170.4199981689453,0.0,171.61000061035156,0.0,1101000.0
34,172.9600067138672,172.9600067138672,2019-02-13,173.08999633789062,171.24000549316406,0.0,171.5800018310547,0.0,1073100.0
35,169.6199951171875,169.6199951171875,2019-02-14,172.1300048828125,169.5800018310547,0.0,171.60000610351562,0.0,961100.0
36,171.97000122070312,171.97000122070312,2019-02-15,172.10000610351562,170.2899932861328,0.0,171.4499969482422,0.0,1257900.0
37,172.66000366210938,172.66000366210938,2019-02-19,173.52999877929688,170.88999938964844,0.0,171.30999755859375,0.0,1080500.0
38,172.8000030517578,172.8000030517578,2019-02-20,173.32000732421875,171.66000366210938,0.0,172.74000549316406,0.0,1005000.0
39,172.39999389648438,172.39999389648438,2019-02-21,173.33999633789062,171.9499969482422,0.0,172.92999267578125,0.0,929200.0
40,172.05999755859375,172.05999755859375,2019-02-22,172.66000366210938,171.3800048828125,0.0,172.4600067138672,0.0,998100.0
41,171.1699981689453,171.1699981689453,2019-02-25,173.22000122070312,170.99000549316406,0.0,172.27999877929688,0.0,982500.0
42,171.35000610351562,171.35000610351562,2019-02-26,172.10000610351562,170.6300048828125,0.0,170.9499969482422,0.0,993400.0
43,171.19000244140625,171.19000244140625,2019-02-27,171.44000244140625,170.1699981689453,0.0,170.67999267578125,0.0,662000.0
44,171.52999877929688,171.52999877929688,2019-02-28,172.3000030517578,170.66000366210938,0.0,171.10000610351562,0.0,1205600.0
45,171.64999389648438,171.64999389648438,2019-03-01,172.91000366210938,170.8800048828125,0.0,172.75,0.0,899800.0
46,170.6300048828125,170.6300048828125,2019-03-04,172.35000610351562,169.75,0.0,171.99000549316406,0.0,1663400.0
47,157.25,157.25,2019-03-05,172.69000244140625,156.08999633789062,0.0,171.32000732421875,0.0,6699600.0
48,164.0,164.0,2019-03-06,166.55999755859375,163.30999755859375,0.0,166.52000427246094,0.0,2534200.0
49,162.5500030517578,162.5500030517578,2019-03-07,163.99000549316406,161.75,0.0,163.39999389648438,0.0,1644300.0
50,162.0399932861328,162.0399932861328,2019-03-08,162.1699981689453,160.2899932861328,0.0,161.58999633789062,0.0,934700.0
51,164.7100067138672,164.7100067138672,2019-03-11,164.74000549316406,162.66000366210938,0.0,162.7899932861328,0.0,1064300.0
52,166.47999572753906,166.47999572753906,2019-03-12,167.00999450683594,164.44000244140625,0.0,164.8699951171875,0.0,959500.0
53,167.08999633789062,167.08999633789062,2019-03-13,168.4499969482422,166.66000366210938,0.0,166.75,1.0,816700.0
54,181.7100067138672,181.7100067138672,2019-03-13 00:00:00,183.3000030517578,180.9199981689453,0.0,182.25,0.0,31032500.0
55,183.72999572753903,183.72999572753903,2019-03-14 00:00:00,184.1000061035156,182.55999755859372,0.0,183.8999938964844,0.0,23579500.0
56,186.1199951171875,186.1199951171875,2019-03-15 00:00:00,187.3300018310547,183.7400054931641,0.2102272727272727,184.8500061035156,0.0,39025100.0
0,186.1199951171875,186.1199951171875,2019-03-15 00:00:00,187.32000732421875,183.74000549316406,0.14738591269841267,184.85000610351562,0.0,39042912.0
1,186.1199951171875,186.1199951171875,2019-03-15 00:00:00,187.3300018310547,183.74000549316406,0.14738591269841267,184.85000610351562,0.0,39025100.0
