,Date,High,Low,Open,Close
0,2019-01-09,47.59000015258789,46.47999954223633,46.5,47.470001220703125
1,2019-01-10,47.77000045776367,46.84000015258789,47.209999084472656,47.65999984741211
2,2019-01-11,47.900001525878906,46.86000061035156,47.36000061035156,47.880001068115234
3,2019-01-14,48.25,47.29999923706055,47.43000030517578,47.599998474121094
4,2019-01-15,47.880001068115234,46.9900016784668,47.41999816894531,47.79999923706055
5,2019-01-16,49.59000015258789,48.209999084472656,48.27000045776367,49.34000015258789
6,2019-01-17,50.029998779296875,48.47999954223633,49.119998931884766,49.720001220703125
7,2019-01-18,50.75,49.38999938964844,50.150001525878906,50.65999984741211
8,2019-01-22,50.459999084472656,49.58000183105469,50.25,50.08000183105469
9,2019-01-23,50.56999969482422,48.810001373291016,50.38999938964844,49.29999923706055
10,2019-01-24,49.81999969482422,48.90999984741211,49.2599983215332,49.47999954223633
11,2019-01-25,48.5,47.27000045776367,47.95000076293945,47.77000045776367
12,2019-01-28,47.75,47.20000076293945,47.38999938964844,47.5099983215332
13,2019-01-29,47.790000915527344,47.220001220703125,47.529998779296875,47.5
14,2019-01-30,47.529998779296875,45.869998931884766,47.529998779296875,46.439998626708984
15,2019-01-31,46.709999084472656,45.650001525878906,46.11000061035156,46.65999984741211
16,2019-02-01,47.939998626708984,46.65999984741211,46.7599983215332,47.29999923706055
17,2019-02-04,47.72999954223633,47.029998779296875,47.459999084472656,47.56999969482422
18,2019-02-05,47.77000045776367,46.619998931884766,47.56999969482422,47.15999984741211
19,2019-02-06,47.349998474121094,46.619998931884766,46.95000076293945,46.939998626708984
20,2019-02-07,46.79999923706055,45.939998626708984,46.630001068115234,46.63999938964844
21,2019-02-08,46.58000183105469,45.540000915527344,46.34000015258789,45.93000030517578
22,2019-02-11,46.5,45.7599983215332,45.95000076293945,46.380001068115234
23,2019-02-12,47.90999984741211,46.66999816894531,46.83000183105469,47.470001220703125
24,2019-02-13,48.060001373291016,47.040000915527344,47.720001220703125,47.279998779296875
25,2019-02-14,46.900001525878906,46.11000061035156,46.880001068115234,46.560001373291016
26,2019-02-15,47.47999954223633,46.619998931884766,46.97999954223633,47.459999084472656
27,2019-02-19,48.7400016784668,47.119998931884766,47.150001525878906,48.650001525878906
28,2019-02-20,48.5,47.630001068115234,47.79999923706055,48.439998626708984
29,2019-02-21,48.630001068115234,47.91999816894531,48.45000076293945,48.22999954223633
30,2019-02-22,48.900001525878906,48.29999923706055,48.34000015258789,48.88999938964844
31,2019-02-25,49.970001220703125,48.689998626708984,49.09000015258789,48.75
32,2019-02-26,49.5,48.439998626708984,48.5099983215332,49.13999938964844
33,2019-02-27,49.290000915527344,48.68000030517578,48.95000076293945,49.279998779296875
34,2019-02-28,49.400001525878906,48.93000030517578,49.36000061035156,48.9900016784668
35,2019-03-01,50.59000015258789,49.22999954223633,49.380001068115234,50.52000045776367
36,2019-03-04,51.25,48.7400016784668,50.75,49.06999969482422
37,2019-03-05,49.22999954223633,48.400001525878906,49.15999984741211,49.099998474121094
38,2019-03-06,49.439998626708984,48.36000061035156,49.25,48.439998626708984
39,2019-03-07,48.33000183105469,46.77000045776367,48.209999084472656,47.22999954223633
40,2019-03-08,46.93000030517578,46.40999984741211,46.619998931884766,46.86000061035156
41,2019-03-11,48.099998474121094,46.81999969482422,47.040000915527344,47.36000061035156
42,2019-03-12,48.470001220703125,47.38999938964844,47.52000045776367,48.04999923706055
43,2019-03-13,48.68000030517578,48.06999969482422,48.2400016784668,48.380001068115234
44,2019-03-14,48.93000030517578,48.22999954223633,48.5099983215332,48.900001525878906
45,2019-03-15,49.439998626708984,48.779998779296875,48.880001068115234,49.02000045776367
46,2019-03-18,49.849998474121094,49.2400016784668,49.310001373291016,49.59000015258789
47,2019-03-19,49.9900016784668,49.040000915527344,49.959999084472656,49.18000030517578
48,2019-03-20,49.27000045776367,47.38999938964844,49.060001373291016,47.459999084472656
49,2019-03-21,47.5099983215332,46.33000183105469,47.22999954223633,46.599998474121094
50,2019-03-22,46.290000915527344,44.45000076293945,46.11000061035156,45.02000045776367
