,Date,High,Low,Open,Close
0,2019-01-09,105.16000366210938,102.1500015258789,103.80000305175781,103.41999816894531
1,2019-01-10,103.9800033569336,102.25,103.06999969482422,103.02999877929688
2,2019-01-11,102.5,100.8499984741211,101.80999755859375,101.62000274658203
3,2019-01-14,103.4000015258789,100.70999908447266,100.7699966430664,102.0199966430664
4,2019-01-15,102.18000030517578,99.19000244140625,101.55000305175781,100.41000366210938
5,2019-01-16,101.54000091552734,99.76000213623047,100.38999938964844,100.22000122070312
6,2019-01-17,102.29000091552734,99.5,99.7699966430664,101.19000244140625
7,2019-01-18,105.37999725341797,101.9800033569336,102.12000274658203,103.61000061035156
8,2019-01-22,103.19999694824219,99.4800033569336,103.06999969482422,101.83999633789062
9,2019-01-23,101.6500015258789,97.44999694824219,101.6500015258789,99.47000122070312
10,2019-01-24,100.76000213623047,99.31999969482422,99.31999969482422,100.04000091552734
11,2019-01-25,101.69000244140625,100.0999984741211,100.80999755859375,100.7699966430664
12,2019-01-28,102.66999816894531,100.04000091552734,100.04000091552734,102.6500015258789
13,2019-01-29,103.68000030517578,101.72000122070312,102.55999755859375,101.95999908447266
14,2019-01-30,102.91999816894531,100.54000091552734,102.37999725341797,101.0
15,2019-01-31,102.75,98.93000030517578,100.76000213623047,101.6500015258789
16,2019-02-01,104.69999694824219,101.66000366210938,102.20999908447266,104.41000366210938
17,2019-02-04,105.08999633789062,103.87000274658203,104.26000213623047,104.19999694824219
18,2019-02-05,105.3499984741211,103.76000213623047,104.87999725341797,105.29000091552734
19,2019-02-06,105.66999816894531,101.11000061035156,105.62999725341797,101.2699966430664
20,2019-02-07,102.86000061035156,100.5,101.0999984741211,101.86000061035156
21,2019-02-08,103.68000030517578,101.30000305175781,101.86000061035156,103.47000122070312
22,2019-02-11,106.0199966430664,103.47000122070312,104.12999725341797,105.61000061035156
23,2019-02-12,108.20999908447266,105.43000030517578,105.62999725341797,106.76000213623047
24,2019-02-13,108.41000366210938,105.62000274658203,107.62000274658203,105.88999938964844
25,2019-02-14,114.72000122070312,109.55999755859375,113.62000274658203,112.69000244140625
26,2019-02-15,115.41999816894531,112.01000213623047,113.68000030517578,113.13999938964844
27,2019-02-19,114.95999908447266,112.26000213623047,113.0,113.16000366210938
28,2019-02-20,115.30999755859375,113.44000244140625,113.80999755859375,114.2699966430664
29,2019-02-21,114.75,112.87000274658203,113.30999755859375,112.98999786376953
30,2019-02-22,113.97000122070312,112.13999938964844,113.62999725341797,112.68000030517578
31,2019-02-25,113.83999633789062,111.30999755859375,113.44000244140625,111.41000366210938
32,2019-02-26,113.91999816894531,110.9000015258789,111.01000213623047,113.25
33,2019-02-27,114.44000244140625,111.62999725341797,112.95999908447266,112.11000061035156
34,2019-02-28,112.43000030517578,110.80000305175781,112.0,111.45999908447266
35,2019-03-01,114.23999786376953,111.88999938964844,111.88999938964844,113.02999877929688
36,2019-03-04,115.19999694824219,112.81999969482422,113.1500015258789,115.12000274658203
37,2019-03-05,115.44999694824219,113.06999969482422,114.83999633789062,113.18000030517578
38,2019-03-06,115.26000213623047,113.80000305175781,114.73999786376953,114.58999633789062
39,2019-03-07,115.30000305175781,113.41999816894531,114.19000244140625,114.08999633789062
40,2019-03-08,114.25,112.68000030517578,113.37999725341797,113.52999877929688
41,2019-03-11,115.63999938964844,113.52999877929688,113.52999877929688,114.01000213623047
42,2019-03-12,114.2699966430664,111.12000274658203,114.2699966430664,111.48999786376953
43,2019-03-13,112.97000122070312,109.6500015258789,112.08999633789062,109.87000274658203
44,2019-03-14,111.56999969482422,109.19000244140625,109.6500015258789,111.2300033569336
45,2019-03-15,112.62000274658203,111.37999725341797,111.37999725341797,112.58999633789062
46,2019-03-18,114.27999877929688,112.54000091552734,112.94000244140625,113.97000122070312
47,2019-03-19,116.05999755859375,114.47000122070312,114.72000122070312,115.2699966430664
48,2019-03-20,116.5,113.7699966430664,115.0,115.3499984741211
49,2019-03-21,118.08999633789062,115.4800033569336,115.55000305175781,117.48999786376953
50,2019-03-22,117.31999969482422,113.3499984741211,117.08999633789062,113.44999694824219
