,Date,High,Low,Open,Close
0,2019-01-09,147.5399932861328,144.7899932861328,145.52999877929688,145.1300048828125
1,2019-01-10,147.9199981689453,144.39999389648438,145.08999633789062,147.6300048828125
2,2019-01-11,147.2899932861328,145.14999389648438,146.57000732421875,147.25
3,2019-01-14,147.88999938964844,146.3300018310547,146.3300018310547,147.61000061035156
4,2019-01-15,149.7100067138672,147.1999969482422,147.6300048828125,149.67999267578125
5,2019-01-16,151.47999572753906,148.75,149.8300018310547,150.99000549316406
6,2019-01-17,152.88999938964844,150.36000061035156,150.36000061035156,152.5
7,2019-01-18,154.6999969482422,152.6699981689453,153.05999755859375,154.41000366210938
8,2019-01-22,155.25999450683594,152.67999267578125,154.07000732421875,153.6999969482422
9,2019-01-23,154.75,152.49000549316406,154.0,154.05999755859375
10,2019-01-24,154.60000610351562,152.99000549316406,153.85000610351562,153.91000366210938
11,2019-01-25,155.72999572753906,153.7100067138672,154.6199951171875,154.38999938964844
12,2019-01-28,153.94000244140625,152.1699981689453,153.4600067138672,153.6699981689453
13,2019-01-29,153.7100067138672,151.64999389648438,153.27000427246094,152.39999389648438
14,2019-01-30,154.75,152.4499969482422,152.66000366210938,154.5
15,2019-01-31,157.8800048828125,153.1699981689453,153.75999450683594,156.22999572753906
16,2019-02-01,168.49000549316406,157.5399932861328,157.80999755859375,167.4600067138672
17,2019-02-04,168.5,165.16000366210938,168.5,166.8000030517578
18,2019-02-05,168.97999572753906,166.3699951171875,167.32000732421875,168.75
19,2019-02-06,168.75,166.6699981689453,168.25999450683594,168.35000610351562
20,2019-02-07,167.6300048828125,164.69000244140625,167.27000427246094,166.8800048828125
21,2019-02-08,168.1699981689453,166.38999938964844,166.47999572753906,168.1699981689453
22,2019-02-11,170.82000732421875,168.25999450683594,168.72999572753906,170.75999450683594
23,2019-02-12,172.17999267578125,170.4199981689453,171.61000061035156,171.27999877929688
24,2019-02-13,173.08999633789062,171.24000549316406,171.5800018310547,172.9600067138672
25,2019-02-14,172.1300048828125,169.5800018310547,171.60000610351562,169.6199951171875
26,2019-02-15,172.10000610351562,170.2899932861328,171.4499969482422,171.97000122070312
27,2019-02-19,173.52999877929688,170.88999938964844,171.30999755859375,172.66000366210938
28,2019-02-20,173.32000732421875,171.66000366210938,172.74000549316406,172.8000030517578
29,2019-02-21,173.33999633789062,171.9499969482422,172.92999267578125,172.39999389648438
30,2019-02-22,172.66000366210938,171.3800048828125,172.4600067138672,172.05999755859375
31,2019-02-25,173.22000122070312,170.99000549316406,172.27999877929688,171.1699981689453
32,2019-02-26,172.10000610351562,170.6300048828125,170.9499969482422,171.35000610351562
33,2019-02-27,171.44000244140625,170.1699981689453,170.67999267578125,171.19000244140625
34,2019-02-28,172.3000030517578,170.66000366210938,171.10000610351562,171.52999877929688
35,2019-03-01,172.91000366210938,170.8800048828125,172.75,171.64999389648438
36,2019-03-04,172.35000610351562,169.75,171.99000549316406,170.6300048828125
37,2019-03-05,172.69000244140625,156.08999633789062,171.32000732421875,157.25
38,2019-03-06,166.55999755859375,163.30999755859375,166.52000427246094,164.0
39,2019-03-07,163.99000549316406,161.75,163.39999389648438,162.5500030517578
40,2019-03-08,162.1699981689453,160.2899932861328,161.58999633789062,162.0399932861328
41,2019-03-11,164.74000549316406,162.66000366210938,162.7899932861328,164.7100067138672
42,2019-03-12,167.00999450683594,164.44000244140625,164.8699951171875,166.47999572753906
43,2019-03-13,168.4499969482422,166.66000366210938,166.75,167.08999633789062
44,2019-03-14,169.25,167.05999755859375,167.25999450683594,168.5800018310547
45,2019-03-15,170.27000427246094,167.9499969482422,168.72000122070312,170.0
46,2019-03-18,170.72000122070312,168.80999755859375,170.0,169.1999969482422
47,2019-03-19,169.47000122070312,167.74000549316406,169.1999969482422,167.9600067138672
48,2019-03-20,167.97000122070312,165.6699981689453,167.52000427246094,165.7100067138672
49,2019-03-21,168.58999633789062,165.3300018310547,165.6300048828125,168.1999969482422
50,2019-03-22,167.67999267578125,165.91000366210938,166.11000061035156,166.30999755859375
