,Date,High,Low,Open,Close
0,2019-01-09,40.83000183105469,39.2400016784668,39.2400016784668,40.13999938964844
1,2019-01-10,40.88999938964844,39.68000030517578,40.13999938964844,40.599998474121094
2,2019-01-11,40.869998931884766,39.83000183105469,40.61000061035156,40.66999816894531
3,2019-01-14,40.5,39.15999984741211,40.0,40.119998931884766
4,2019-01-15,40.52000045776367,39.43000030517578,40.31999969482422,39.650001525878906
5,2019-01-16,40.16999816894531,39.529998779296875,39.619998931884766,39.720001220703125
6,2019-01-17,39.33000183105469,37.599998474121094,39.27000045776367,38.72999954223633
7,2019-01-18,40.27000045776367,38.84000015258789,39.08000183105469,40.22999954223633
8,2019-01-22,40.20000076293945,38.29999923706055,40.099998474121094,38.47999954223633
9,2019-01-23,39.5,38.220001220703125,38.81999969482422,38.7599983215332
10,2019-01-24,41.790000915527344,39.02000045776367,39.11000061035156,40.970001220703125
11,2019-01-25,46.310001373291016,42.79999923706055,43.75,43.65999984741211
12,2019-01-28,43.52000045776367,42.369998931884766,42.75,43.2599983215332
13,2019-01-29,43.529998779296875,42.47999954223633,43.41999816894531,42.77000045776367
14,2019-01-30,44.0099983215332,42.810001373291016,43.5,43.7400016784668
15,2019-01-31,44.4900016784668,43.20000076293945,43.63999938964844,44.279998779296875
16,2019-02-01,45.459999084472656,44.11000061035156,44.400001525878906,45.2599983215332
17,2019-02-04,45.88999938964844,44.08000183105469,44.9900016784668,45.560001373291016
18,2019-02-05,46.439998626708984,43.36000061035156,43.5,45.13999938964844
19,2019-02-06,46.349998474121094,45.18000030517578,45.25,45.22999954223633
20,2019-02-07,44.959999084472656,43.9900016784668,44.86000061035156,44.459999084472656
21,2019-02-08,45.040000915527344,43.709999084472656,43.9900016784668,45.02000045776367
22,2019-02-11,45.369998931884766,43.900001525878906,45.349998474121094,44.650001525878906
23,2019-02-12,45.70000076293945,44.849998474121094,45.060001373291016,45.38999938964844
24,2019-02-13,46.08000183105469,45.47999954223633,45.650001525878906,45.7400016784668
25,2019-02-14,46.099998474121094,45.38999938964844,45.560001373291016,45.77000045776367
26,2019-02-15,46.099998474121094,45.56999969482422,46.099998474121094,45.709999084472656
27,2019-02-19,46.08000183105469,45.59000015258789,45.939998626708984,45.88999938964844
28,2019-02-20,46.400001525878906,45.849998474121094,46.119998931884766,45.88999938964844
29,2019-02-21,45.90999984741211,45.02000045776367,45.7599983215332,45.11000061035156
30,2019-02-22,47.0099983215332,45.209999084472656,45.2599983215332,47.0099983215332
31,2019-02-25,48.93000030517578,47.7400016784668,47.869998931884766,48.04999923706055
32,2019-02-26,48.220001220703125,47.369998931884766,47.75,47.47999954223633
33,2019-02-27,47.5099983215332,46.58000183105469,47.36000061035156,46.81999969482422
34,2019-02-28,46.849998474121094,45.0,46.709999084472656,46.560001373291016
35,2019-03-01,47.2599983215332,46.25,46.70000076293945,46.349998474121094
36,2019-03-04,46.9900016784668,46.060001373291016,46.540000915527344,46.41999816894531
37,2019-03-05,46.56999969482422,46.130001068115234,46.529998779296875,46.290000915527344
38,2019-03-06,46.45000076293945,45.869998931884766,46.45000076293945,46.2599983215332
39,2019-03-07,46.20000076293945,44.95000076293945,46.20000076293945,45.189998626708984
40,2019-03-08,46.36000061035156,44.400001525878906,44.7400016784668,46.220001220703125
41,2019-03-11,48.68000030517578,46.310001373291016,46.58000183105469,48.630001068115234
42,2019-03-12,49.27000045776367,47.880001068115234,48.84000015258789,48.08000183105469
43,2019-03-13,48.459999084472656,47.41999816894531,48.459999084472656,47.68000030517578
44,2019-03-14,47.959999084472656,46.9900016784668,47.63999938964844,47.189998626708984
45,2019-03-15,48.290000915527344,47.29999923706055,47.4900016784668,47.68000030517578
46,2019-03-18,48.20000076293945,47.38999938964844,47.88999938964844,48.15999984741211
47,2019-03-19,48.06999969482422,47.189998626708984,47.77000045776367,47.2599983215332
48,2019-03-20,47.59000015258789,46.09000015258789,47.29999923706055,46.209999084472656
49,2019-03-21,49.40999984741211,46.47999954223633,46.56999969482422,48.97999954223633
50,2019-03-22,48.880001068115234,46.900001525878906,48.63999938964844,46.93000030517578
