,Date,High,Low,Open,Close
0,2019-01-09,57.38999938964844,56.349998474121094,57.34000015258789,56.54999923706055
1,2019-01-10,58.029998779296875,56.59000015258789,56.66999816894531,57.560001373291016
2,2019-01-11,58.33000183105469,57.36000061035156,57.7400016784668,57.83000183105469
3,2019-01-14,58.150001525878906,57.09000015258789,57.75,57.77000045776367
4,2019-01-15,58.68000030517578,57.59000015258789,58.09000015258789,58.59000015258789
5,2019-01-16,59.06999969482422,58.439998626708984,58.47999954223633,58.5
6,2019-01-17,59.40999984741211,58.36000061035156,58.61000061035156,59.38999938964844
7,2019-01-18,61.470001220703125,60.150001525878906,60.29999923706055,60.959999084472656
8,2019-01-22,60.900001525878906,59.70000076293945,60.900001525878906,60.06999969482422
9,2019-01-23,60.86000061035156,59.72999954223633,60.18000030517578,60.5
10,2019-01-24,60.650001525878906,59.68000030517578,60.060001373291016,60.09000015258789
11,2019-01-25,60.9900016784668,60.09000015258789,60.45000076293945,60.720001220703125
12,2019-01-28,61.83000183105469,60.470001220703125,60.63999938964844,61.79999923706055
13,2019-01-29,61.900001525878906,61.15999984741211,61.689998626708984,61.779998779296875
14,2019-01-30,62.47999954223633,61.20000076293945,61.81999969482422,62.15999984741211
15,2019-01-31,62.560001373291016,61.209999084472656,62.2599983215332,61.91999816894531
16,2019-02-01,62.459999084472656,61.459999084472656,62.150001525878906,61.91999816894531
17,2019-02-04,62.22999954223633,61.540000915527344,62.060001373291016,61.779998779296875
18,2019-02-05,61.95000076293945,60.54999923706055,61.900001525878906,61.689998626708984
19,2019-02-06,61.97999954223633,60.79999923706055,61.7400016784668,60.900001525878906
20,2019-02-07,61.86000061035156,58.20000076293945,60.310001373291016,60.119998931884766
21,2019-02-08,60.130001068115234,58.4900016784668,59.56999969482422,59.290000915527344
22,2019-02-11,60.2400016784668,58.88999938964844,59.209999084472656,59.43000030517578
23,2019-02-12,61.70000076293945,59.599998474121094,59.70000076293945,61.380001068115234
24,2019-02-13,61.65999984741211,60.40999984741211,61.45000076293945,60.689998626708984
25,2019-02-14,61.630001068115234,60.290000915527344,60.459999084472656,61.18000030517578
26,2019-02-15,62.959999084472656,61.52000045776367,61.63999938964844,62.61000061035156
27,2019-02-19,63.54999923706055,62.20000076293945,62.459999084472656,62.939998626708984
28,2019-02-20,63.93000030517578,62.79999923706055,62.93000030517578,63.599998474121094
29,2019-02-21,63.63999938964844,62.279998779296875,63.40999984741211,63.060001373291016
30,2019-02-22,63.369998931884766,62.099998474121094,62.34000015258789,63.31999969482422
31,2019-02-25,63.70000076293945,61.900001525878906,63.65999984741211,62.31999969482422
32,2019-02-26,63.400001525878906,61.7599983215332,62.45000076293945,61.77000045776367
33,2019-02-27,61.810001373291016,60.9900016784668,61.54999923706055,61.650001525878906
34,2019-02-28,61.849998474121094,61.130001068115234,61.52000045776367,61.65999984741211
35,2019-03-01,62.560001373291016,61.79999923706055,61.79999923706055,62.189998626708984
36,2019-03-04,62.720001220703125,61.540000915527344,62.41999816894531,62.2599983215332
37,2019-03-05,64.29000091552734,62.22999954223633,62.54999923706055,63.970001220703125
38,2019-03-06,64.27999877929688,63.369998931884766,64.06999969482422,63.540000915527344
39,2019-03-07,64.37999725341797,63.060001373291016,63.4900016784668,64.11000061035156
40,2019-03-08,64.29000091552734,62.58000183105469,63.9900016784668,62.779998779296875
41,2019-03-11,64.2300033569336,62.599998474121094,62.779998779296875,64.22000122070312
42,2019-03-12,64.43000030517578,63.540000915527344,64.30999755859375,63.810001373291016
43,2019-03-13,64.88999938964844,63.86000061035156,64.0,64.44000244140625
44,2019-03-14,64.94000244140625,64.3499984741211,64.3499984741211,64.87999725341797
45,2019-03-15,65.98999786376953,64.70999908447266,64.97000122070312,65.22000122070312
46,2019-03-18,65.93000030517578,65.05000305175781,65.22000122070312,65.33000183105469
47,2019-03-19,65.94999694824219,65.26000213623047,65.3499984741211,65.7699966430664
48,2019-03-20,65.81999969482422,64.47000122070312,65.70999908447266,64.87999725341797
49,2019-03-21,66.94000244140625,64.8499984741211,64.9800033569336,66.5199966430664
50,2019-03-22,66.98999786376953,66.06999969482422,66.5999984741211,66.61000061035156
